agency_cd,site_no,parameter_cd,ts_id,year_nu,month_nu,mean_va
USGS,12189500,00060,149390,1911,4,2685
USGS,12189500,00060,149390,1911,5,5495
USGS,12189500,00060,149390,1911,6,8516
USGS,12189500,00060,149390,1911,7,5629
USGS,12189500,00060,149390,1911,8,2363
USGS,12189500,00060,149390,1911,9,2350
USGS,12189500,00060,149390,1911,10,1104
USGS,12189500,00060,149390,1911,11,5323
USGS,12189500,00060,149390,1911,12,3170
USGS,12189500,00060,149390,1912,1,4001
USGS,12189500,00060,149390,1912,2,4430
USGS,12189500,00060,149390,1912,3,1520
USGS,12189500,00060,149390,1912,4,2408
USGS,12189500,00060,149390,1912,5,6762
USGS,12189500,00060,149390,1912,6,9578
USGS,12189500,00060,149390,1912,7,5178
USGS,12189500,00060,149390,1928,8,1998
USGS,12189500,00060,149390,1928,9,1411
USGS,12189500,00060,149390,1928,10,3488
USGS,12189500,00060,149390,1928,11,1981
USGS,12189500,00060,149390,1928,12,1928
USGS,12189500,00060,149390,1929,1,1275
USGS,12189500,00060,149390,1929,2,793.2
USGS,12189500,00060,149390,1929,3,2185
USGS,12189500,00060,149390,1929,4,2629
USGS,12189500,00060,149390,1929,5,6650
USGS,12189500,00060,149390,1929,6,7807
USGS,12189500,00060,149390,1929,7,4453
USGS,12189500,00060,149390,1929,8,2206
USGS,12189500,00060,149390,1929,9,1225
USGS,12189500,00060,149390,1929,10,993.5
USGS,12189500,00060,149390,1929,11,724.4
USGS,12189500,00060,149390,1929,12,2294
USGS,12189500,00060,149390,1930,1,1306
USGS,12189500,00060,149390,1930,2,5620
USGS,12189500,00060,149390,1930,3,2963
USGS,12189500,00060,149390,1930,4,5260
USGS,12189500,00060,149390,1930,5,4584
USGS,12189500,00060,149390,1930,6,5667
USGS,12189500,00060,149390,1930,7,4135
USGS,12189500,00060,149390,1930,8,1959
USGS,12189500,00060,149390,1930,9,1404
USGS,12189500,00060,149390,1930,10,2089
USGS,12189500,00060,149390,1930,11,1701
USGS,12189500,00060,149390,1930,12,1740
USGS,12189500,00060,149390,1931,1,4301
USGS,12189500,00060,149390,1931,2,3391
USGS,12189500,00060,149390,1931,3,4053
USGS,12189500,00060,149390,1931,4,4253
USGS,12189500,00060,149390,1931,5,6826
USGS,12189500,00060,149390,1931,6,7234
USGS,12189500,00060,149390,1931,7,3699
USGS,12189500,00060,149390,1931,8,1816
USGS,12189500,00060,149390,1931,9,2145
USGS,12189500,00060,149390,1931,10,1994
USGS,12189500,00060,149390,1931,11,3731
USGS,12189500,00060,149390,1931,12,3109
USGS,12189500,00060,149390,1932,1,3043
USGS,12189500,00060,149390,1932,2,6090
USGS,12189500,00060,149390,1932,3,5695
USGS,12189500,00060,149390,1932,4,5511
USGS,12189500,00060,149390,1932,5,6754
USGS,12189500,00060,149390,1932,6,8993
USGS,12189500,00060,149390,1932,7,6040
USGS,12189500,00060,149390,1932,8,2966
USGS,12189500,00060,149390,1932,9,1705
USGS,12189500,00060,149390,1932,10,2825
USGS,12189500,00060,149390,1932,11,9595
USGS,12189500,00060,149390,1932,12,5139
USGS,12189500,00060,149390,1933,1,3890
USGS,12189500,00060,149390,1933,2,1758
USGS,12189500,00060,149390,1933,3,3003
USGS,12189500,00060,149390,1933,4,3625
USGS,12189500,00060,149390,1933,5,5603
USGS,12189500,00060,149390,1933,6,10760
USGS,12189500,00060,149390,1933,7,10120
USGS,12189500,00060,149390,1933,8,5075
USGS,12189500,00060,149390,1933,9,3855
USGS,12189500,00060,149390,1933,10,6203
USGS,12189500,00060,149390,1933,11,5819
USGS,12189500,00060,149390,1933,12,11580
USGS,12189500,00060,149390,1934,1,8136
USGS,12189500,00060,149390,1934,2,4287
USGS,12189500,00060,149390,1934,3,6303
USGS,12189500,00060,149390,1934,4,7375
USGS,12189500,00060,149390,1934,5,7305
USGS,12189500,00060,149390,1934,6,5519
USGS,12189500,00060,149390,1934,7,3934
USGS,12189500,00060,149390,1934,8,2422
USGS,12189500,00060,149390,1934,9,1897
USGS,12189500,00060,149390,1934,10,3281
USGS,12189500,00060,149390,1934,11,6944
USGS,12189500,00060,149390,1934,12,4353
USGS,12189500,00060,149390,1935,1,8381
USGS,12189500,00060,149390,1935,2,4722
USGS,12189500,00060,149390,1935,3,2762
USGS,12189500,00060,149390,1935,4,2386
USGS,12189500,00060,149390,1935,5,5376
USGS,12189500,00060,149390,1935,6,7606
USGS,12189500,00060,149390,1935,7,5465
USGS,12189500,00060,149390,1935,8,2502
USGS,12189500,00060,149390,1935,9,2040
USGS,12189500,00060,149390,1935,10,1424
USGS,12189500,00060,149390,1935,11,1468
USGS,12189500,00060,149390,1935,12,1842
USGS,12189500,00060,149390,1936,1,3220
USGS,12189500,00060,149390,1936,2,1539
USGS,12189500,00060,149390,1936,3,2948
USGS,12189500,00060,149390,1936,4,5311
USGS,12189500,00060,149390,1936,5,10040
USGS,12189500,00060,149390,1936,6,9904
USGS,12189500,00060,149390,1936,7,4348
USGS,12189500,00060,149390,1936,8,2148
USGS,12189500,00060,149390,1936,9,1645
USGS,12189500,00060,149390,1936,10,1183
USGS,12189500,00060,149390,1936,11,751.3
USGS,12189500,00060,149390,1936,12,3923
USGS,12189500,00060,149390,1937,1,1214
USGS,12189500,00060,149390,1937,2,1332
USGS,12189500,00060,149390,1937,3,2903
USGS,12189500,00060,149390,1937,4,3710
USGS,12189500,00060,149390,1937,5,6437
USGS,12189500,00060,149390,1937,6,11430
USGS,12189500,00060,149390,1937,7,5935
USGS,12189500,00060,149390,1937,8,2209
USGS,12189500,00060,149390,1937,9,1498
USGS,12189500,00060,149390,1937,10,2327
USGS,12189500,00060,149390,1937,11,6031
USGS,12189500,00060,149390,1937,12,5399
USGS,12189500,00060,149390,1938,1,4204
USGS,12189500,00060,149390,1938,2,1891
USGS,12189500,00060,149390,1938,3,2638
USGS,12189500,00060,149390,1938,4,4947
USGS,12189500,00060,149390,1938,5,6921
USGS,12189500,00060,149390,1938,6,7940
USGS,12189500,00060,149390,1938,7,4268
USGS,12189500,00060,149390,1938,8,1758
USGS,12189500,00060,149390,1938,9,1426
USGS,12189500,00060,149390,1938,10,1976
USGS,12189500,00060,149390,1938,11,2753
USGS,12189500,00060,149390,1938,12,4234
USGS,12189500,00060,149390,1939,1,5542
USGS,12189500,00060,149390,1939,2,2353
USGS,12189500,00060,149390,1939,3,2834
USGS,12189500,00060,149390,1939,4,4816
USGS,12189500,00060,149390,1939,5,7805
USGS,12189500,00060,149390,1939,6,7171
USGS,12189500,00060,149390,1939,7,6420
USGS,12189500,00060,149390,1939,8,2823
USGS,12189500,00060,149390,1939,9,1589
USGS,12189500,00060,149390,1939,10,2200
USGS,12189500,00060,149390,1939,11,3183
USGS,12189500,00060,149390,1939,12,6585
USGS,12189500,00060,149390,1940,1,3480
USGS,12189500,00060,149390,1940,2,3512
USGS,12189500,00060,149390,1940,3,4148
USGS,12189500,00060,149390,1940,4,3784
USGS,12189500,00060,149390,1940,5,6166
USGS,12189500,00060,149390,1940,6,4469
USGS,12189500,00060,149390,1940,7,2522
USGS,12189500,00060,149390,1940,8,1718
USGS,12189500,00060,149390,1940,9,1371
USGS,12189500,00060,149390,1940,10,3034
USGS,12189500,00060,149390,1940,11,2697
USGS,12189500,00060,149390,1940,12,3906
USGS,12189500,00060,149390,1941,1,2665
USGS,12189500,00060,149390,1941,2,2106
USGS,12189500,00060,149390,1941,3,2168
USGS,12189500,00060,149390,1941,4,2860
USGS,12189500,00060,149390,1941,5,4162
USGS,12189500,00060,149390,1941,6,3715
USGS,12189500,00060,149390,1941,7,2515
USGS,12189500,00060,149390,1941,8,1778
USGS,12189500,00060,149390,1941,9,2991
USGS,12189500,00060,149390,1941,10,4262
USGS,12189500,00060,149390,1941,11,3693
USGS,12189500,00060,149390,1941,12,5692
USGS,12189500,00060,149390,1942,1,1882
USGS,12189500,00060,149390,1942,2,1920
USGS,12189500,00060,149390,1942,3,1863
USGS,12189500,00060,149390,1942,4,3569
USGS,12189500,00060,149390,1942,5,5033
USGS,12189500,00060,149390,1942,6,6933
USGS,12189500,00060,149390,1942,7,4742
USGS,12189500,00060,149390,1942,8,1988
USGS,12189500,00060,149390,1942,9,1089
USGS,12189500,00060,149390,1942,10,1136
USGS,12189500,00060,149390,1942,11,3672
USGS,12189500,00060,149390,1942,12,4283
USGS,12189500,00060,149390,1943,1,2871
USGS,12189500,00060,149390,1943,2,3386
USGS,12189500,00060,149390,1943,3,3410
USGS,12189500,00060,149390,1943,4,6216
USGS,12189500,00060,149390,1943,5,5448
USGS,12189500,00060,149390,1943,6,7964
USGS,12189500,00060,149390,1943,7,7785
USGS,12189500,00060,149390,1943,8,2961
USGS,12189500,00060,149390,1943,9,1653
USGS,12189500,00060,149390,1943,10,1743
USGS,12189500,00060,149390,1943,11,1877
USGS,12189500,00060,149390,1943,12,3444
USGS,12189500,00060,149390,1944,1,2620
USGS,12189500,00060,149390,1944,2,2187
USGS,12189500,00060,149390,1944,3,2175
USGS,12189500,00060,149390,1944,4,2912
USGS,12189500,00060,149390,1944,5,5321
USGS,12189500,00060,149390,1944,6,5679
USGS,12189500,00060,149390,1944,7,2970
USGS,12189500,00060,149390,1944,8,1719
USGS,12189500,00060,149390,1944,9,2412
USGS,12189500,00060,149390,1944,10,2534
USGS,12189500,00060,149390,1944,11,3047
USGS,12189500,00060,149390,1944,12,2816
USGS,12189500,00060,149390,1945,1,4655
USGS,12189500,00060,149390,1945,2,4689
USGS,12189500,00060,149390,1945,3,2765
USGS,12189500,00060,149390,1945,4,2701
USGS,12189500,00060,149390,1945,5,7092
USGS,12189500,00060,149390,1945,6,6098
USGS,12189500,00060,149390,1945,7,4143
USGS,12189500,00060,149390,1945,8,1909
USGS,12189500,00060,149390,1945,9,2132
USGS,12189500,00060,149390,1945,10,3372
USGS,12189500,00060,149390,1945,11,4497
USGS,12189500,00060,149390,1945,12,3458
USGS,12189500,00060,149390,1946,1,3691
USGS,12189500,00060,149390,1946,2,2648
USGS,12189500,00060,149390,1946,3,3290
USGS,12189500,00060,149390,1946,4,4310
USGS,12189500,00060,149390,1946,5,9104
USGS,12189500,00060,149390,1946,6,8635
USGS,12189500,00060,149390,1946,7,6386
USGS,12189500,00060,149390,1946,8,2761
USGS,12189500,00060,149390,1946,9,1547
USGS,12189500,00060,149390,1946,10,2706
USGS,12189500,00060,149390,1946,11,2624
USGS,12189500,00060,149390,1946,12,5429
USGS,12189500,00060,149390,1947,1,3785
USGS,12189500,00060,149390,1947,2,4704
USGS,12189500,00060,149390,1947,3,3470
USGS,12189500,00060,149390,1947,4,4798
USGS,12189500,00060,149390,1947,5,7983
USGS,12189500,00060,149390,1947,6,7149
USGS,12189500,00060,149390,1947,7,4821
USGS,12189500,00060,149390,1947,8,2330
USGS,12189500,00060,149390,1947,9,1751
USGS,12189500,00060,149390,1947,10,4432
USGS,12189500,00060,149390,1947,11,4053
USGS,12189500,00060,149390,1947,12,4233
USGS,12189500,00060,149390,1948,1,3470
USGS,12189500,00060,149390,1948,2,2975
USGS,12189500,00060,149390,1948,3,2366
USGS,12189500,00060,149390,1948,4,3472
USGS,12189500,00060,149390,1948,5,8411
USGS,12189500,00060,149390,1948,6,12610
USGS,12189500,00060,149390,1948,7,5533
USGS,12189500,00060,149390,1948,8,3469
USGS,12189500,00060,149390,1948,9,2703
USGS,12189500,00060,149390,1948,10,3178
USGS,12189500,00060,149390,1948,11,3459
USGS,12189500,00060,149390,1948,12,2760
USGS,12189500,00060,149390,1949,1,1464
USGS,12189500,00060,149390,1949,2,2649
USGS,12189500,00060,149390,1949,3,3881
USGS,12189500,00060,149390,1949,4,4867
USGS,12189500,00060,149390,1949,5,10570
USGS,12189500,00060,149390,1949,6,8217
USGS,12189500,00060,149390,1949,7,6206
USGS,12189500,00060,149390,1949,8,3241
USGS,12189500,00060,149390,1949,9,2540
USGS,12189500,00060,149390,1949,10,3718
USGS,12189500,00060,149390,1949,11,8028
USGS,12189500,00060,149390,1949,12,5642
USGS,12189500,00060,149390,1950,1,3904
USGS,12189500,00060,149390,1950,2,4153
USGS,12189500,00060,149390,1950,3,5395
USGS,12189500,00060,149390,1950,4,4254
USGS,12189500,00060,149390,1950,5,6189
USGS,12189500,00060,149390,1950,6,12430
USGS,12189500,00060,149390,1950,7,10310
USGS,12189500,00060,149390,1950,8,4811
USGS,12189500,00060,149390,1950,9,2175
USGS,12189500,00060,149390,1950,10,4647
USGS,12189500,00060,149390,1950,11,6135
USGS,12189500,00060,149390,1950,12,7418
USGS,12189500,00060,149390,1951,1,4122
USGS,12189500,00060,149390,1951,2,9062
USGS,12189500,00060,149390,1951,3,2775
USGS,12189500,00060,149390,1951,4,4777
USGS,12189500,00060,149390,1951,5,7442
USGS,12189500,00060,149390,1951,6,7628
USGS,12189500,00060,149390,1951,7,4757
USGS,12189500,00060,149390,1951,8,2215
USGS,12189500,00060,149390,1951,9,1853
USGS,12189500,00060,149390,1951,10,4164
USGS,12189500,00060,149390,1951,11,3209
USGS,12189500,00060,149390,1951,12,2760
USGS,12189500,00060,149390,1952,1,1695
USGS,12189500,00060,149390,1952,2,3491
USGS,12189500,00060,149390,1952,3,1798
USGS,12189500,00060,149390,1952,4,4431
USGS,12189500,00060,149390,1952,5,7188
USGS,12189500,00060,149390,1952,6,6590
USGS,12189500,00060,149390,1952,7,5043
USGS,12189500,00060,149390,1952,8,2347
USGS,12189500,00060,149390,1952,9,1511
USGS,12189500,00060,149390,1952,10,1089
USGS,12189500,00060,149390,1952,11,886.3
USGS,12189500,00060,149390,1952,12,1457
USGS,12189500,00060,149390,1953,1,7956
USGS,12189500,00060,149390,1953,2,5615
USGS,12189500,00060,149390,1953,3,2465
USGS,12189500,00060,149390,1953,4,3393
USGS,12189500,00060,149390,1953,5,6029
USGS,12189500,00060,149390,1953,6,6216
USGS,12189500,00060,149390,1953,7,7174
USGS,12189500,00060,149390,1953,8,3492
USGS,12189500,00060,149390,1953,9,2280
USGS,12189500,00060,149390,1953,10,3152
USGS,12189500,00060,149390,1953,11,4284
USGS,12189500,00060,149390,1953,12,6140
USGS,12189500,00060,149390,1954,1,3929
USGS,12189500,00060,149390,1954,2,5686
USGS,12189500,00060,149390,1954,3,3049
USGS,12189500,00060,149390,1954,4,3707
USGS,12189500,00060,149390,1954,5,7119
USGS,12189500,00060,149390,1954,6,8471
USGS,12189500,00060,149390,1954,7,10140
USGS,12189500,00060,149390,1954,8,5452
USGS,12189500,00060,149390,1954,9,3583
USGS,12189500,00060,149390,1954,10,2942
USGS,12189500,00060,149390,1954,11,6513
USGS,12189500,00060,149390,1954,12,3832
USGS,12189500,00060,149390,1955,1,2532
USGS,12189500,00060,149390,1955,2,3083
USGS,12189500,00060,149390,1955,3,1523
USGS,12189500,00060,149390,1955,4,3311
USGS,12189500,00060,149390,1955,5,5212
USGS,12189500,00060,149390,1955,6,11480
USGS,12189500,00060,149390,1955,7,9099
USGS,12189500,00060,149390,1955,8,4173
USGS,12189500,00060,149390,1955,9,2070
USGS,12189500,00060,149390,1955,10,5580
USGS,12189500,00060,149390,1955,11,7752
USGS,12189500,00060,149390,1955,12,5055
USGS,12189500,00060,149390,1956,1,3273
USGS,12189500,00060,149390,1956,2,1627
USGS,12189500,00060,149390,1956,3,2328
USGS,12189500,00060,149390,1956,4,4970
USGS,12189500,00060,149390,1956,5,9054
USGS,12189500,00060,149390,1956,6,9709
USGS,12189500,00060,149390,1956,7,8068
USGS,12189500,00060,149390,1956,8,3122
USGS,12189500,00060,149390,1956,9,2562
USGS,12189500,00060,149390,1956,10,4780
USGS,12189500,00060,149390,1956,11,3832
USGS,12189500,00060,149390,1956,12,6922
USGS,12189500,00060,149390,1957,1,2238
USGS,12189500,00060,149390,1957,2,3594
USGS,12189500,00060,149390,1957,3,3696
USGS,12189500,00060,149390,1957,4,4175
USGS,12189500,00060,149390,1957,5,9197
USGS,12189500,00060,149390,1957,6,7326
USGS,12189500,00060,149390,1957,7,3975
USGS,12189500,00060,149390,1957,8,2211
USGS,12189500,00060,149390,1957,9,1648
USGS,12189500,00060,149390,1957,10,1704
USGS,12189500,00060,149390,1957,11,2040
USGS,12189500,00060,149390,1957,12,3213
USGS,12189500,00060,149390,1958,1,4275
USGS,12189500,00060,149390,1958,2,3945
USGS,12189500,00060,149390,1958,3,2412
USGS,12189500,00060,149390,1958,4,3369
USGS,12189500,00060,149390,1958,5,8134
USGS,12189500,00060,149390,1958,6,6741
USGS,12189500,00060,149390,1958,7,3195
USGS,12189500,00060,149390,1958,8,1882
USGS,12189500,00060,149390,1958,9,2115
USGS,12189500,00060,149390,1958,10,3744
USGS,12189500,00060,149390,1958,11,7046
USGS,12189500,00060,149390,1958,12,7571
USGS,12189500,00060,149390,1959,1,5952
USGS,12189500,00060,149390,1959,2,2506
USGS,12189500,00060,149390,1959,3,2950
USGS,12189500,00060,149390,1959,4,5934
USGS,12189500,00060,149390,1959,5,6626
USGS,12189500,00060,149390,1959,6,9347
USGS,12189500,00060,149390,1959,7,7673
USGS,12189500,00060,149390,1959,8,3015
USGS,12189500,00060,149390,1959,9,4941
USGS,12189500,00060,149390,1959,10,6380
USGS,12189500,00060,149390,1959,11,8827
USGS,12189500,00060,149390,1959,12,5832
USGS,12189500,00060,149390,1960,1,2714
USGS,12189500,00060,149390,1960,2,3756
USGS,12189500,00060,149390,1960,3,2769
USGS,12189500,00060,149390,1960,4,4527
USGS,12189500,00060,149390,1960,5,6077
USGS,12189500,00060,149390,1960,6,7762
USGS,12189500,00060,149390,1960,7,5575
USGS,12189500,00060,149390,1960,8,2655
USGS,12189500,00060,149390,1960,9,1981
USGS,12189500,00060,149390,1960,10,2776
USGS,12189500,00060,149390,1960,11,4947
USGS,12189500,00060,149390,1960,12,3456
USGS,12189500,00060,149390,1961,1,6406
USGS,12189500,00060,149390,1961,2,6850
USGS,12189500,00060,149390,1961,3,3865
USGS,12189500,00060,149390,1961,4,3450
USGS,12189500,00060,149390,1961,5,6444
USGS,12189500,00060,149390,1961,6,10300
USGS,12189500,00060,149390,1961,7,4660
USGS,12189500,00060,149390,1961,8,2274
USGS,12189500,00060,149390,1961,9,1758
USGS,12189500,00060,149390,1961,10,2780
USGS,12189500,00060,149390,1961,11,2847
USGS,12189500,00060,149390,1961,12,4427
USGS,12189500,00060,149390,1962,1,6507
USGS,12189500,00060,149390,1962,2,3135
USGS,12189500,00060,149390,1962,3,1735
USGS,12189500,00060,149390,1962,4,4148
USGS,12189500,00060,149390,1962,5,4235
USGS,12189500,00060,149390,1962,6,7480
USGS,12189500,00060,149390,1962,7,5439
USGS,12189500,00060,149390,1962,8,3190
USGS,12189500,00060,149390,1962,9,2154
USGS,12189500,00060,149390,1962,10,2454
USGS,12189500,00060,149390,1962,11,5271
USGS,12189500,00060,149390,1962,12,6234
USGS,12189500,00060,149390,1963,1,3655
USGS,12189500,00060,149390,1963,2,5945
USGS,12189500,00060,149390,1963,3,2749
USGS,12189500,00060,149390,1963,4,3025
USGS,12189500,00060,149390,1963,5,4878
USGS,12189500,00060,149390,1963,6,5477
USGS,12189500,00060,149390,1963,7,3640
USGS,12189500,00060,149390,1963,8,2296
USGS,12189500,00060,149390,1963,9,1720
USGS,12189500,00060,149390,1963,10,3023
USGS,12189500,00060,149390,1963,11,5465
USGS,12189500,00060,149390,1963,12,4575
USGS,12189500,00060,149390,1964,1,5285
USGS,12189500,00060,149390,1964,2,2871
USGS,12189500,00060,149390,1964,3,2618
USGS,12189500,00060,149390,1964,4,3133
USGS,12189500,00060,149390,1964,5,5577
USGS,12189500,00060,149390,1964,6,11120
USGS,12189500,00060,149390,1964,7,9498
USGS,12189500,00060,149390,1964,8,4725
USGS,12189500,00060,149390,1964,9,3066
USGS,12189500,00060,149390,1964,10,3448
USGS,12189500,00060,149390,1964,11,3277
USGS,12189500,00060,149390,1964,12,4500
USGS,12189500,00060,149390,1965,1,4369
USGS,12189500,00060,149390,1965,2,5343
USGS,12189500,00060,149390,1965,3,2945
USGS,12189500,00060,149390,1965,4,4286
USGS,12189500,00060,149390,1965,5,6160
USGS,12189500,00060,149390,1965,6,7581
USGS,12189500,00060,149390,1965,7,5642
USGS,12189500,00060,149390,1965,8,3074
USGS,12189500,00060,149390,1965,9,1576
USGS,12189500,00060,149390,1965,10,2162
USGS,12189500,00060,149390,1965,11,3372
USGS,12189500,00060,149390,1965,12,2909
USGS,12189500,00060,149390,1966,1,3351
USGS,12189500,00060,149390,1966,2,1935
USGS,12189500,00060,149390,1966,3,2994
USGS,12189500,00060,149390,1966,4,4466
USGS,12189500,00060,149390,1966,5,6610
USGS,12189500,00060,149390,1966,6,7107
USGS,12189500,00060,149390,1966,7,5540
USGS,12189500,00060,149390,1966,8,2612
USGS,12189500,00060,149390,1966,9,1500
USGS,12189500,00060,149390,1966,10,2782
USGS,12189500,00060,149390,1966,11,2912
USGS,12189500,00060,149390,1966,12,7373
USGS,12189500,00060,149390,1967,1,5279
USGS,12189500,00060,149390,1967,2,3832
USGS,12189500,00060,149390,1967,3,2903
USGS,12189500,00060,149390,1967,4,2106
USGS,12189500,00060,149390,1967,5,5907
USGS,12189500,00060,149390,1967,6,11760
USGS,12189500,00060,149390,1967,7,6613
USGS,12189500,00060,149390,1967,8,2854
USGS,12189500,00060,149390,1967,9,1904
USGS,12189500,00060,149390,1967,10,6770
USGS,12189500,00060,149390,1967,11,4702
USGS,12189500,00060,149390,1967,12,5751
USGS,12189500,00060,149390,1968,1,7166
USGS,12189500,00060,149390,1968,2,6911
USGS,12189500,00060,149390,1968,3,4549
USGS,12189500,00060,149390,1968,4,3181
USGS,12189500,00060,149390,1968,5,5894
USGS,12189500,00060,149390,1968,6,8734
USGS,12189500,00060,149390,1968,7,5844
USGS,12189500,00060,149390,1968,8,2909
USGS,12189500,00060,149390,1968,9,3131
USGS,12189500,00060,149390,1968,10,3153
USGS,12189500,00060,149390,1968,11,4869
USGS,12189500,00060,149390,1968,12,4201
USGS,12189500,00060,149390,1969,1,3887
USGS,12189500,00060,149390,1969,2,1664
USGS,12189500,00060,149390,1969,3,2529
USGS,12189500,00060,149390,1969,4,4381
USGS,12189500,00060,149390,1969,5,9345
USGS,12189500,00060,149390,1969,6,9984
USGS,12189500,00060,149390,1969,7,3917
USGS,12189500,00060,149390,1969,8,2039
USGS,12189500,00060,149390,1969,9,2849
USGS,12189500,00060,149390,1969,10,2953
USGS,12189500,00060,149390,1969,11,2674
USGS,12189500,00060,149390,1969,12,2925
USGS,12189500,00060,149390,1970,1,3944
USGS,12189500,00060,149390,1970,2,3694
USGS,12189500,00060,149390,1970,3,2493
USGS,12189500,00060,149390,1970,4,3119
USGS,12189500,00060,149390,1970,5,4760
USGS,12189500,00060,149390,1970,6,8263
USGS,12189500,00060,149390,1970,7,3954
USGS,12189500,00060,149390,1970,8,1929
USGS,12189500,00060,149390,1970,9,2043
USGS,12189500,00060,149390,1970,10,1792
USGS,12189500,00060,149390,1970,11,3516
USGS,12189500,00060,149390,1970,12,3383
USGS,12189500,00060,149390,1971,1,5851
USGS,12189500,00060,149390,1971,2,6440
USGS,12189500,00060,149390,1971,3,3283
USGS,12189500,00060,149390,1971,4,3575
USGS,12189500,00060,149390,1971,5,9114
USGS,12189500,00060,149390,1971,6,8707
USGS,12189500,00060,149390,1971,7,10240
USGS,12189500,00060,149390,1971,8,4643
USGS,12189500,00060,149390,1971,9,2228
USGS,12189500,00060,149390,1971,10,2056
USGS,12189500,00060,149390,1971,11,3655
USGS,12189500,00060,149390,1971,12,2681
USGS,12189500,00060,149390,1972,1,3503
USGS,12189500,00060,149390,1972,2,5905
USGS,12189500,00060,149390,1972,3,9443
USGS,12189500,00060,149390,1972,4,4169
USGS,12189500,00060,149390,1972,5,9665
USGS,12189500,00060,149390,1972,6,12070
USGS,12189500,00060,149390,1972,7,10610
USGS,12189500,00060,149390,1972,8,5177
USGS,12189500,00060,149390,1972,9,3618
USGS,12189500,00060,149390,1972,10,1938
USGS,12189500,00060,149390,1972,11,2635
USGS,12189500,00060,149390,1972,12,5887
USGS,12189500,00060,149390,1973,1,4165
USGS,12189500,00060,149390,1973,2,1879
USGS,12189500,00060,149390,1973,3,2047
USGS,12189500,00060,149390,1973,4,2135
USGS,12189500,00060,149390,1973,5,5424
USGS,12189500,00060,149390,1973,6,5939
USGS,12189500,00060,149390,1973,7,3995
USGS,12189500,00060,149390,1973,8,2205
USGS,12189500,00060,149390,1973,9,1781
USGS,12189500,00060,149390,1973,10,2690
USGS,12189500,00060,149390,1973,11,3957
USGS,12189500,00060,149390,1973,12,5751
USGS,12189500,00060,149390,1974,1,8615
USGS,12189500,00060,149390,1974,2,3625
USGS,12189500,00060,149390,1974,3,4525
USGS,12189500,00060,149390,1974,4,4063
USGS,12189500,00060,149390,1974,5,5968
USGS,12189500,00060,149390,1974,6,13520
USGS,12189500,00060,149390,1974,7,10270
